round_epochs,val_loss,val_acc,loss,acc,batch_size,dropout,epochs,first_neuron,last_activation,loss,lr,optimizer,weight_regulizer
200,0.6412072671784295,0.7333333333333333,0.682785199369703,0.6666666666666666,2,0.0,200,4,softmax,categorical_crossentropy,0.1,<class 'keras.optimizers.Adam'>,None
200,0.5293812917338477,0.6888888888888889,0.5638723072551546,0.7142857142857143,2,0.0,200,4,softmax,categorical_crossentropy,0.1,<class 'keras.optimizers.Nadam'>,None
200,0.2008207876649168,0.9777777777777777,0.2553812135543142,0.9619047619047619,2,0.0,200,4,softmax,categorical_crossentropy,1.09,<class 'keras.optimizers.Adam'>,None
200,0.08952223007670707,0.9777777777777777,0.056113622209436255,0.9904761904761905,2,0.0,200,4,softmax,categorical_crossentropy,1.09,<class 'keras.optimizers.Nadam'>,None
200,0.06056184304567675,0.9777777777777777,0.0754752494062164,0.9809523809523809,2,0.0,200,4,softmax,categorical_crossentropy,2.08,<class 'keras.optimizers.Adam'>,None
200,0.13152878602009474,0.9777777777777777,0.054483133462088607,0.9714285714285714,2,0.0,200,4,softmax,categorical_crossentropy,2.08,<class 'keras.optimizers.Nadam'>,None
200,0.06635231904783312,0.9777777777777777,0.07020642042789106,0.9619047619047619,2,0.0,200,4,softmax,categorical_crossentropy,3.0700000000000003,<class 'keras.optimizers.Adam'>,None
200,0.10924140282376256,0.9555555555555556,0.0437486610452955,0.9714285714285714,2,0.0,200,4,softmax,categorical_crossentropy,3.0700000000000003,<class 'keras.optimizers.Nadam'>,None
200,0.10087527100565946,0.9777777777777777,0.06980118360703012,0.9714285714285714,2,0.0,200,4,softmax,categorical_crossentropy,4.0600000000000005,<class 'keras.optimizers.Adam'>,None
200,0.11316701732802256,0.9777777777777777,0.05304006175046674,0.9809523809523809,2,0.0,200,4,softmax,categorical_crossentropy,4.0600000000000005,<class 'keras.optimizers.Nadam'>,None
200,0.0689692762925309,0.9777777777777777,0.051343893830337384,0.9809523809523809,2,0.0,200,4,softmax,categorical_crossentropy,5.05,<class 'keras.optimizers.Adam'>,None
200,0.08194713767621174,0.9777777777777777,0.09629640616739857,0.9619047619047619,2,0.0,200,4,softmax,categorical_crossentropy,5.05,<class 'keras.optimizers.Nadam'>,None
200,0.0668351048603654,0.9777777777777777,0.06562331684510268,0.9714285714285714,2,0.0,200,4,softmax,categorical_crossentropy,6.04,<class 'keras.optimizers.Adam'>,None
200,0.0833599192047081,0.9777777777777777,0.07162644555673545,0.9714285714285714,2,0.0,200,4,softmax,categorical_crossentropy,6.04,<class 'keras.optimizers.Nadam'>,None
200,0.06326530167317641,0.9777777777777777,0.06235791443075197,0.9809523809523809,2,0.0,200,4,softmax,categorical_crossentropy,7.03,<class 'keras.optimizers.Adam'>,None
200,0.06735250956165449,0.9555555555555556,0.07755456734317011,0.9714285714285714,2,0.0,200,4,softmax,categorical_crossentropy,7.03,<class 'keras.optimizers.Nadam'>,None
200,0.07109050932096908,0.9555555555555556,0.0557099920243399,0.9619047619047619,2,0.0,200,4,softmax,categorical_crossentropy,8.020000000000001,<class 'keras.optimizers.Adam'>,None
200,0.07443394733218503,0.9777777777777777,0.05934789328006232,0.9714285714285714,2,0.0,200,4,softmax,categorical_crossentropy,8.020000000000001,<class 'keras.optimizers.Nadam'>,None
200,0.08718200062103815,0.9777777777777777,0.061189814835737315,0.9809523809523809,2,0.0,200,4,softmax,categorical_crossentropy,9.01,<class 'keras.optimizers.Adam'>,None
200,0.06478727091784499,0.9555555555555556,0.07662078694003781,0.9714285714285714,2,0.0,200,4,softmax,categorical_crossentropy,9.01,<class 'keras.optimizers.Nadam'>,None
200,0.5425429529613919,0.6888888888888889,0.6106490172090985,0.6571428571428571,2,0.0,200,8,softmax,categorical_crossentropy,0.1,<class 'keras.optimizers.Adam'>,None
200,0.2313431831697623,0.9777777777777777,0.2802660314454919,0.9714285714285714,2,0.0,200,8,softmax,categorical_crossentropy,0.1,<class 'keras.optimizers.Nadam'>,None
200,0.06700019509428078,0.9777777777777777,0.06162276515180046,0.9714285714285714,2,0.0,200,8,softmax,categorical_crossentropy,1.09,<class 'keras.optimizers.Adam'>,None
200,0.08838248483633733,0.9777777777777777,0.0528729606186408,0.9809523809523809,2,0.0,200,8,softmax,categorical_crossentropy,1.09,<class 'keras.optimizers.Nadam'>,None
200,0.061035510779604216,0.9777777777777777,0.0775811488997923,0.9619047619047619,2,0.0,200,8,softmax,categorical_crossentropy,2.08,<class 'keras.optimizers.Adam'>,None
