round_epochs,val_loss,val_acc,loss,acc,alphabet_size,batch_size,control_class_weight,conv_activation,conv_bias_initializer,conv_kernel_initializer,conv_output_space,conv_padding,dense_activation,dense_bias_initializer,dense_kernel_initializer,dense_units_layer_2,dense_units_layer_3,dropout,epochs,large_filter_length,last_activation,loss,lr,max_sentence_length,number_of_large_filters,number_of_small_filters,optimizer,pd_class_weight,pool_length,small_filter_length
6,0.12002389062928338,0.6324786233086871,0.12023001020726302,0.41754051491802824,51,64,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,32,64,0.4,200,16,sigmoid,logcosh,8.02,200,4,2,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,2
7,0.6936189853228055,0.3675213686676107,0.6935128633241863,0.365109628359401,51,32,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,32,64,0.0,200,32,sigmoid,binary_crossentropy,6.039999999999999,200,1,4,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,2
11,0.6950670659032643,0.36752136319111556,0.6934362254447319,0.3860819825851088,51,64,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,32,32,0.4,200,32,sigmoid,binary_crossentropy,8.02,200,2,4,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,4
6,0.6943526945562444,0.3675213676487279,0.6934669702478087,0.5757864633267896,51,16,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,32,64,0.30000000000000004,200,32,sigmoid,binary_crossentropy,8.02,200,4,1,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,8
6,0.11985471328863731,0.6324786340069567,0.12013309588167528,0.5872259301384707,51,32,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,32,64,0.4,200,32,sigmoid,logcosh,4.06,200,1,4,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,4
7,0.6919675617136507,0.6324786340069567,0.6932895835861919,0.4671115354768882,51,32,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,32,32,0.1,200,8,sigmoid,binary_crossentropy,8.02,200,4,4,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,8
6,0.11958785335987042,0.6324786233086871,0.1201655970756728,0.6348903723508545,51,64,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,32,32,0.1,200,16,sigmoid,logcosh,6.039999999999999,200,4,4,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,4
6,0.693429036018176,0.3675213686676107,0.6933629330961447,0.4737845567490966,51,32,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,32,32,0.4,200,16,sigmoid,binary_crossentropy,4.06,200,2,1,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,8
6,0.12017834797883645,0.3675213676487279,0.12015639496230307,0.6320305053283193,51,16,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,16,32,0.4,200,8,sigmoid,logcosh,6.039999999999999,200,2,2,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,8
6,0.11995212873841962,0.6324786340069567,0.1201201069627749,0.4184938037929589,51,32,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,32,64,0.4,200,8,sigmoid,logcosh,6.039999999999999,200,2,1,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,8
6,0.6916989378440075,0.6324786233086871,0.6931743573528796,0.6348903714417274,51,64,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,16,64,0.0,200,16,sigmoid,binary_crossentropy,0.1,200,2,2,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,2
10,0.12013004172561514,0.3675213686676107,0.12012444074319815,0.5462345091982952,51,32,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,32,64,0.30000000000000004,200,16,sigmoid,logcosh,4.06,200,1,4,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,8
6,0.12050202527107337,0.3675213676487279,0.12017750865056244,0.39370829362006726,51,16,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,16,64,0.0,200,16,sigmoid,logcosh,6.039999999999999,200,4,2,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,2
6,0.12032950427542385,0.3675213686676107,0.12012387357574059,0.36701620605244195,51,32,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,32,32,0.30000000000000004,200,16,sigmoid,logcosh,6.039999999999999,200,4,4,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,8
6,0.12035443283553816,0.36752136319111556,0.12013313046401745,0.3651096285582725,51,64,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,32,32,0.4,200,32,sigmoid,logcosh,4.06,200,4,2,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,2
6,0.11998741182251874,0.6324786329880739,0.12014196195184218,0.6091515731538786,51,16,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,32,64,0.1,200,32,sigmoid,logcosh,2.08,200,2,4,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,8
6,0.11911143649082917,0.6324786329880739,0.12014027171412232,0.6348903718394706,51,16,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,32,32,0.4,200,16,sigmoid,logcosh,0.1,200,4,1,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,4
6,0.6976761486795213,0.3675213676487279,0.693294875842259,0.36510962823155496,51,16,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,16,32,0.30000000000000004,200,8,sigmoid,binary_crossentropy,0.1,200,1,2,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,8
6,0.12009248303042518,0.6324786340069567,0.12014186038530021,0.4518589127961514,51,32,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,32,64,0.0,200,8,sigmoid,logcosh,2.08,200,4,4,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,2
8,0.6934487733066591,0.3675213686676107,0.6931912252400692,0.365109628359401,51,32,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,16,32,0.1,200,32,sigmoid,binary_crossentropy,4.06,200,1,4,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,2
6,0.11971496822487594,0.6324786233086871,0.12016439525937898,0.4480457574100694,51,64,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,16,64,0.30000000000000004,200,8,sigmoid,logcosh,6.039999999999999,200,4,2,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,2
7,0.11995526587861216,0.6324786233086871,0.12012565698478198,0.612964728994524,51,64,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,32,32,0.30000000000000004,200,8,sigmoid,logcosh,6.039999999999999,200,2,4,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,8
6,0.11998312843915744,0.6324786340069567,0.12024731673406805,0.5853193523317888,51,32,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,16,32,0.1,200,16,sigmoid,logcosh,6.039999999999999,200,4,2,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,2
6,0.6917477224627112,0.6324786233086871,0.6932867572805334,0.5767397518039773,51,64,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,16,64,0.30000000000000004,200,32,sigmoid,binary_crossentropy,6.039999999999999,200,4,4,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,8
6,0.11917578180631001,0.6324786233086871,0.12014410644769669,0.6348903719531115,51,64,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,32,32,0.2,200,16,sigmoid,logcosh,0.1,200,4,4,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,2
6,0.12131863940730055,0.3675213676487279,0.12015397212440565,0.36510962830258054,51,16,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,32,32,0.1,200,8,sigmoid,logcosh,0.1,200,4,1,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,2
6,0.12033250176499033,0.3675213676487279,0.12012405867543643,0.36510962823155496,51,16,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,32,32,0.1,200,8,sigmoid,logcosh,0.1,200,2,1,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,4
7,0.6925316325619689,0.6324786340069567,0.6931854401802994,0.437559580609728,51,32,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,16,32,0.2,200,8,sigmoid,binary_crossentropy,4.06,200,4,2,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,4
7,0.6937013701495961,0.3675213676487279,0.6934113604779238,0.5309818875403264,51,16,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,16,64,0.2,200,32,sigmoid,binary_crossentropy,4.06,200,4,1,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,4
6,0.1201103574827186,0.6324786329880739,0.12019555571820192,0.38798856061907244,51,16,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,32,32,0.1,200,32,sigmoid,logcosh,6.039999999999999,200,4,2,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,4
6,0.12059950300006785,0.36752136319111556,0.1201397187091602,0.36510962796165786,51,64,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,32,32,0.30000000000000004,200,16,sigmoid,logcosh,2.08,200,2,2,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,4
6,0.1209371259324571,0.36752136319111556,0.12013570635488081,0.3651096280468885,51,64,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,16,64,0.1,200,32,sigmoid,logcosh,0.1,200,4,2,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,2
6,0.12004423421672267,0.6324786233086871,0.12017235554776041,0.5872259291157027,51,64,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,32,64,0.0,200,16,sigmoid,logcosh,6.039999999999999,200,1,1,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,4
8,0.6943855851124494,0.36752136319111556,0.6931736326649487,0.3651096281605294,51,64,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,16,64,0.0,200,32,sigmoid,binary_crossentropy,6.039999999999999,200,1,2,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,4
7,0.6934220205005418,0.36752136319111556,0.6932653459738958,0.365109628359401,51,64,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,32,64,0.1,200,8,sigmoid,binary_crossentropy,8.02,200,4,2,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,8
6,0.12028543046142301,0.3675213676487279,0.12022969244603775,0.4165872260146873,51,16,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,32,32,0.4,200,32,sigmoid,logcosh,8.02,200,1,2,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,2
6,0.11960384975641201,0.6324786233086871,0.12014275424189517,0.6348903714417274,51,64,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,16,32,0.2,200,16,sigmoid,logcosh,2.08,200,4,1,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,4
6,0.1204857704603774,0.3675213676487279,0.12014027948431791,0.36606291729115215,51,16,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,16,32,0.4,200,8,sigmoid,logcosh,2.08,200,4,2,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,4
6,0.7067689370905232,0.504273508858477,0.6795772610106163,0.6034318405293191,51,32,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,32,64,0.0,200,16,sigmoid,binary_crossentropy,4.06,200,1,1,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,4
15,0.7955131444156679,0.5299145339900612,0.5094844971075867,0.7197330792934356,51,32,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,16,64,0.2,200,32,sigmoid,binary_crossentropy,2.08,200,1,1,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,8
6,0.12013465210668042,0.37606837836086243,0.1201506470346928,0.4461391802000022,51,64,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,16,32,0.30000000000000004,200,8,sigmoid,logcosh,2.08,200,1,1,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,8
6,0.1192873222196204,0.6324786340069567,0.12013632199727886,0.6348903718394706,51,32,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,16,64,0.0,200,16,sigmoid,logcosh,0.1,200,4,4,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,4
10,0.120063688319463,0.6324786340069567,0.12022975903959701,0.4804575783054072,51,32,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,32,64,0.1,200,16,sigmoid,logcosh,8.02,200,1,1,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,8
6,0.12028460879611154,0.3675213676487279,0.1201811683558645,0.5109628218202164,51,16,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,32,32,0.0,200,32,sigmoid,logcosh,2.08,200,2,4,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,2
6,0.12027863725128336,0.3675213676487279,0.12020497285433333,0.5424213536843672,51,16,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,16,32,0.2,200,32,sigmoid,logcosh,6.039999999999999,200,2,1,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,4
6,0.6981601908675625,0.3675213686676107,0.6933254995609717,0.3651096277627863,51,32,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,32,32,0.2,200,8,sigmoid,binary_crossentropy,0.1,200,2,4,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,8
6,0.12029725574275367,0.3675213676487279,0.12020951202645315,0.5157292659959984,51,16,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,32,32,0.1,200,32,sigmoid,logcosh,4.06,200,1,2,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,8
6,0.6935230636189127,0.3675213686676107,0.6933811055807072,0.4575786468980424,51,32,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,16,32,0.30000000000000004,200,32,sigmoid,binary_crossentropy,4.06,200,4,1,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,8
10,0.1203858601486581,0.36752136319111556,0.120194600886169,0.3651096280468885,51,64,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,32,32,0.4,200,8,sigmoid,logcosh,6.039999999999999,200,2,1,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,2
6,0.6974936575971098,0.3675213686676107,0.693220456517004,0.36510962808950387,51,32,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,32,32,0.4,200,16,sigmoid,binary_crossentropy,0.1,200,4,4,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,2
15,0.6926827237137363,0.6324786329880739,0.6936853013797757,0.5100095328955677,51,16,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,16,32,0.1,200,16,sigmoid,binary_crossentropy,6.039999999999999,200,2,4,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,2
6,0.12022526192868876,0.3675213686676107,0.12017415946187919,0.36510962808950387,51,32,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,16,32,0.4,200,16,sigmoid,logcosh,8.02,200,4,4,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,2
6,0.6947335921801053,0.3675213676487279,0.6931329017258235,0.36510962823155496,51,16,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,16,64,0.4,200,32,sigmoid,binary_crossentropy,0.1,200,4,1,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,2
6,0.12043908926156852,0.36752136319111556,0.12014064612532935,0.3651096280468885,51,64,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,32,64,0.0,200,16,sigmoid,logcosh,4.06,200,1,1,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,8
6,0.12024846303666759,0.3675213686676107,0.12015849975487297,0.3832221164432904,51,32,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,32,32,0.2,200,32,sigmoid,logcosh,4.06,200,4,2,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,8
11,0.6928387090691135,0.6324786329880739,0.6931957795122218,0.4051477597854158,51,16,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,16,32,0.2,200,32,sigmoid,binary_crossentropy,2.08,200,2,4,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,4
6,0.12047494158276126,0.3675213676487279,0.12019205030881301,0.5748331744802692,51,16,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,32,32,0.0,200,16,sigmoid,logcosh,4.06,200,4,2,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,4
6,0.696458395729717,0.36752136319111556,0.6936198038300295,0.36510962796165786,51,64,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,16,64,0.30000000000000004,200,8,sigmoid,binary_crossentropy,8.02,200,1,2,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,8
6,0.6912279052612109,0.6324786233086871,0.6931821497084415,0.6348903715269582,51,64,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,16,64,0.30000000000000004,200,8,sigmoid,binary_crossentropy,0.1,200,1,2,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,2
6,0.12015670945501736,0.3675213686676107,0.12015753772795143,0.5729265967019975,51,32,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,32,32,0.4,200,8,sigmoid,logcosh,2.08,200,4,4,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,4
9,0.6922733157108991,0.6324786233086871,0.693368646903079,0.45090562474511714,51,64,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,32,64,0.30000000000000004,200,32,sigmoid,binary_crossentropy,4.06,200,2,4,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,8
18,0.6940571074811821,0.3675213676487279,0.6940606002357599,0.3832221163864699,51,16,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,16,32,0.2,200,32,sigmoid,binary_crossentropy,8.02,200,4,1,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,4
8,0.6934939928543873,0.36752136319111556,0.6933546191289155,0.5119161106099164,51,64,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,16,32,0.30000000000000004,200,8,sigmoid,binary_crossentropy,8.02,200,4,1,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,4
6,0.6877902659595522,0.6324786233086871,0.6933635966452789,0.6348903723508545,51,64,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,32,32,0.1,200,16,sigmoid,binary_crossentropy,0.1,200,4,1,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,4
6,0.12004129964317012,0.6324786340069567,0.12015687347566434,0.5958055297571552,51,32,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,16,32,0.2,200,32,sigmoid,logcosh,8.02,200,1,4,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,4
6,0.12038286138548811,0.564102567668654,0.12017284124180519,0.5319351759038731,51,32,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,32,32,0.1,200,32,sigmoid,logcosh,4.06,200,1,1,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,4
10,0.69249596249344,0.6239316244410653,0.6942100458422426,0.5834127740847485,51,16,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,32,64,0.1,200,32,sigmoid,binary_crossentropy,4.06,200,1,1,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,2
6,0.6925923233358269,0.6324786329880739,0.6937694341597725,0.4013346043993338,51,16,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,32,64,0.2,200,32,sigmoid,binary_crossentropy,8.02,200,1,1,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,4
6,0.12039164542897135,0.36752136319111556,0.12011599341128643,0.3651096282457601,51,64,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,32,32,0.2,200,32,sigmoid,logcosh,4.06,200,1,2,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,2
7,0.12003148671908256,0.6324786340069567,0.1201689182092623,0.4737845567775068,51,32,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,32,64,0.30000000000000004,200,16,sigmoid,logcosh,4.06,200,4,2,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,8
6,0.11999338088382004,0.6324786340069567,0.12015130431227052,0.5633937079526903,51,32,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,16,32,0.1,200,32,sigmoid,logcosh,2.08,200,1,1,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,4
6,0.6903293285614405,0.6324786233086871,0.693228476495261,0.6348903718394706,51,64,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,32,32,0.30000000000000004,200,16,sigmoid,binary_crossentropy,6.039999999999999,200,1,4,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,8
8,0.6920036087688218,0.6324786340069567,0.6937350413137896,0.36510962808950387,51,32,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,16,32,0.1,200,8,sigmoid,binary_crossentropy,6.039999999999999,200,4,4,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,4
6,0.6927775766095544,0.6324786340069567,0.6938258264039788,0.6348903715269582,51,32,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,32,32,0.1,200,32,sigmoid,binary_crossentropy,8.02,200,4,4,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,2
9,0.7222933315823221,0.47008547034019077,0.660988090717872,0.630123927209125,51,32,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,32,64,0.2,200,8,sigmoid,binary_crossentropy,2.08,200,1,1,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,2
8,0.6919097579442538,0.6324786340069567,0.6933622972185663,0.6186844619600061,51,32,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,16,64,0.30000000000000004,200,8,sigmoid,binary_crossentropy,6.039999999999999,200,2,2,<class 'keras.optimizers.Adam'>,1.3694516971279374,2,4
6,0.6882667093195467,0.6324786233086871,0.6933675862926887,0.6348903718394706,51,64,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,32,64,0.1,200,32,sigmoid,binary_crossentropy,0.1,200,1,4,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,8
13,0.6934721092892508,0.3675213676487279,0.6942319663168705,0.5090562442692265,51,16,0.7875375375375375,relu,uniform,uniform,16,same,relu,uniform,uniform,16,32,0.0,200,8,sigmoid,binary_crossentropy,6.039999999999999,200,2,2,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,4
6,0.12022300523061019,0.3675213676487279,0.12023689511904158,0.3898951383121134,51,16,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,32,64,0.30000000000000004,200,8,sigmoid,logcosh,6.039999999999999,200,4,4,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,2
6,0.6906225248279735,0.6324786329880739,0.6935955464442192,0.39466158262994655,51,16,0.7875375375375375,relu,uniform,uniform,32,same,relu,uniform,uniform,16,32,0.0,200,32,sigmoid,binary_crossentropy,6.039999999999999,200,4,4,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,4
6,0.6930370223827851,0.6324786340069567,0.6936845569751511,0.36510962808950387,51,32,0.7875375375375375,relu,uniform,uniform,8,same,relu,uniform,uniform,32,32,0.30000000000000004,200,16,sigmoid,binary_crossentropy,6.039999999999999,200,2,4,<class 'keras.optimizers.Nadam'>,1.3694516971279374,2,4
