round_epochs,val_loss,val_acc,loss,acc,alphabet_size,batch_size,control_class_weight,conv_activation,conv_bias_initializer,conv_kernel_initializer,conv_output_space,conv_padding,dense_activation,dense_bias_initializer,dense_kernel_initializer,dense_units_layer_2,dense_units_layer_3,dropout,epochs,large_filter_length,last_activation,loss,lr,max_sentence_length,number_of_large_filters,number_of_small_filters,optimizer,pd_class_weight,pool_length,small_filter_length
6,0.11991763968243559,0.6923076953643408,0.1203163161561305,0.3622497615499424,51,32,0.7959028831562974,relu,uniform,uniform,16,same,relu,uniform,uniform,32,32,0.30000000000000004,200,32,sigmoid,logcosh,8.02,200,1,2,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,2
11,0.6959844735952524,0.3076923079470284,0.6933872827015342,0.5300285987506262,51,16,0.7959028831562974,relu,uniform,uniform,32,same,relu,uniform,uniform,32,64,0.0,200,16,sigmoid,binary_crossentropy,8.02,200,1,4,<class 'keras.optimizers.Adam'>,1.344871794871795,2,2
6,0.11917925059285939,0.6923076953643408,0.1201253458431383,0.6282173496297249,51,32,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,16,32,0.1,200,8,sigmoid,logcosh,0.1,200,2,4,<class 'keras.optimizers.Adam'>,1.344871794871795,2,8
6,0.6881265711580586,0.6923076933265752,0.6932483268875071,0.6282173500842885,51,16,0.7959028831562974,relu,uniform,uniform,32,same,relu,uniform,uniform,32,32,0.1,200,32,sigmoid,binary_crossentropy,0.1,200,2,4,<class 'keras.optimizers.Adam'>,1.344871794871795,2,2
7,0.1202535251649017,0.30769230310733503,0.12011888499653146,0.371782650483916,51,64,0.7959028831562974,relu,uniform,uniform,16,same,relu,uniform,uniform,32,64,0.30000000000000004,200,8,sigmoid,logcosh,4.06,200,2,1,<class 'keras.optimizers.Adam'>,1.344871794871795,2,8
7,0.6924175778005877,0.6923076933265752,0.6938288581723594,0.5252621546600749,51,16,0.7959028831562974,relu,uniform,uniform,32,same,relu,uniform,uniform,32,32,0.30000000000000004,200,16,sigmoid,binary_crossentropy,6.039999999999999,200,2,1,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,4
6,0.12213394096773914,0.30769230310733503,0.12016010834871871,0.371782650483916,51,64,0.7959028831562974,relu,uniform,uniform,16,same,relu,uniform,uniform,32,32,0.30000000000000004,200,32,sigmoid,logcosh,0.1,200,1,1,<class 'keras.optimizers.Adam'>,1.344871794871795,2,8
6,0.694182927791889,0.307692309984794,0.6933090985105422,0.49666348898035784,51,32,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,16,64,0.4,200,16,sigmoid,binary_crossentropy,8.02,200,1,2,<class 'keras.optimizers.Adam'>,1.344871794871795,2,2
6,0.12018532038499148,0.307692309984794,0.1201128677542262,0.4957101997360942,51,32,0.7959028831562974,relu,uniform,uniform,32,same,relu,uniform,uniform,16,64,0.4,200,32,sigmoid,logcosh,2.08,200,1,2,<class 'keras.optimizers.Adam'>,1.344871794871795,2,2
6,0.11892256357221521,0.692307696892665,0.12013677042421554,0.6282173499138272,51,64,0.7959028831562974,relu,uniform,uniform,16,same,relu,uniform,uniform,16,64,0.1,200,32,sigmoid,logcosh,0.1,200,1,4,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,4
6,0.11991595973571141,0.692307696892665,0.12012586289496509,0.626310772334427,51,64,0.7959028831562974,relu,uniform,uniform,32,same,relu,uniform,uniform,32,64,0.2,200,16,sigmoid,logcosh,2.08,200,2,4,<class 'keras.optimizers.Adam'>,1.344871794871795,2,8
12,0.6929390781965011,0.6923076953643408,0.6931693820980643,0.44137273599580995,51,32,0.7959028831562974,relu,uniform,uniform,16,same,relu,uniform,uniform,16,32,0.0,200,16,sigmoid,binary_crossentropy,2.08,200,4,1,<class 'keras.optimizers.Adam'>,1.344871794871795,2,2
6,0.1334710490499806,0.6923076933265752,0.21767528441772788,0.6263107721923759,51,16,0.7959028831562974,relu,uniform,uniform,32,same,relu,uniform,uniform,32,32,0.30000000000000004,200,32,sigmoid,logcosh,8.02,200,4,4,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,8
6,0.6955578474916964,0.307692309984794,0.6931723657963501,0.3717826496884298,51,32,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,16,32,0.30000000000000004,200,32,sigmoid,binary_crossentropy,0.1,200,4,4,<class 'keras.optimizers.Adam'>,1.344871794871795,2,8
6,0.12006193202020776,0.6923076933265752,0.12012712132572786,0.5338417541367083,51,16,0.7959028831562974,relu,uniform,uniform,32,same,relu,uniform,uniform,32,32,0.4,200,32,sigmoid,logcosh,2.08,200,4,2,<class 'keras.optimizers.Adam'>,1.344871794871795,2,4
7,0.12004241385521033,0.6923076953643408,0.12015123919604277,0.4394661581891281,51,32,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,32,32,0.4,200,8,sigmoid,logcosh,4.06,200,2,4,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,2
9,0.6918742753501631,0.6923076933265752,0.6932604994742045,0.6282173499706476,51,16,0.7959028831562974,relu,uniform,uniform,16,same,relu,uniform,uniform,32,32,0.0,200,8,sigmoid,binary_crossentropy,4.06,200,4,2,<class 'keras.optimizers.Adam'>,1.344871794871795,2,2
11,0.11941048547498181,0.692307696892665,0.1201640066075484,0.5290753094779524,51,64,0.7959028831562974,relu,uniform,uniform,16,same,relu,uniform,uniform,16,32,0.4,200,32,sigmoid,logcosh,8.02,200,4,1,<class 'keras.optimizers.Adam'>,1.344871794871795,2,4
6,0.6917723896157029,0.692307696892665,0.6932450388589283,0.628217349516084,51,64,0.7959028831562974,relu,uniform,uniform,32,same,relu,uniform,uniform,16,32,0.2,200,32,sigmoid,binary_crossentropy,2.08,200,1,4,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,2
6,0.6962339439962664,0.307692309984794,0.6931556518357407,0.3717826498873013,51,32,0.7959028831562974,relu,uniform,uniform,16,same,relu,uniform,uniform,16,64,0.2,200,32,sigmoid,binary_crossentropy,0.1,200,2,4,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,4
15,0.691506227876386,0.6923076953643408,0.6931644122980116,0.6282173504252111,51,32,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,16,64,0.2,200,8,sigmoid,binary_crossentropy,6.039999999999999,200,1,1,<class 'keras.optimizers.Adam'>,1.344871794871795,2,8
6,0.11853299570134562,0.6923076953643408,0.12010666466645677,0.6282173501411089,51,32,0.7959028831562974,relu,uniform,uniform,16,same,relu,uniform,uniform,32,64,0.0,200,32,sigmoid,logcosh,0.1,200,2,1,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,8
6,0.11993910270368952,0.6923076933265752,0.12011136882383558,0.6186844615054427,51,16,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,32,64,0.30000000000000004,200,8,sigmoid,logcosh,0.1,200,2,1,<class 'keras.optimizers.Adam'>,1.344871794871795,2,4
6,0.1334710490499806,0.6923076933265752,0.2168904390360084,0.628217350027468,51,16,0.7959028831562974,relu,uniform,uniform,16,same,relu,uniform,uniform,16,32,0.1,200,16,sigmoid,logcosh,6.039999999999999,200,4,1,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,8
6,0.6918327441582313,0.6923076933265752,0.6935324943895221,0.4127740707706564,51,16,0.7959028831562974,relu,uniform,uniform,16,same,relu,uniform,uniform,32,64,0.1,200,32,sigmoid,binary_crossentropy,8.02,200,1,2,<class 'keras.optimizers.Adam'>,1.344871794871795,2,4
8,0.6940270025505979,0.3076923079470284,0.6936564584137487,0.4899904671257399,51,16,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,32,64,0.0,200,8,sigmoid,binary_crossentropy,4.06,200,4,1,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,8
9,0.12077260087443213,0.30769230310733503,0.12012377364278636,0.371782650483916,51,64,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,16,32,0.0,200,16,sigmoid,logcosh,2.08,200,4,1,<class 'keras.optimizers.Adam'>,1.344871794871795,2,4
7,0.6967783901426527,0.3076923079470284,0.6940092127361789,0.5605338417682566,51,16,0.7959028831562974,relu,uniform,uniform,16,same,relu,uniform,uniform,16,64,0.2,200,8,sigmoid,binary_crossentropy,8.02,200,1,1,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,2
11,0.7593369626591349,0.5811965842532296,0.5934075910324591,0.6796949473418317,51,32,0.7959028831562974,relu,uniform,uniform,32,same,relu,uniform,uniform,32,32,0.30000000000000004,200,16,sigmoid,binary_crossentropy,2.08,200,1,1,<class 'keras.optimizers.Adam'>,1.344871794871795,2,4
7,0.6923263200327882,0.6923076933265752,0.6938659208405007,0.47283126795939656,51,16,0.7959028831562974,relu,uniform,uniform,32,same,relu,uniform,uniform,32,32,0.30000000000000004,200,8,sigmoid,binary_crossentropy,8.02,200,1,4,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,4
6,0.1202290814019676,0.30769230310733503,0.12014826098803229,0.5252621547737157,51,64,0.7959028831562974,relu,uniform,uniform,32,same,relu,uniform,uniform,32,64,0.30000000000000004,200,32,sigmoid,logcosh,6.039999999999999,200,1,4,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,4
6,0.6947749842945327,0.30769230310733503,0.6933942612747105,0.37845567240955946,51,64,0.7959028831562974,relu,uniform,uniform,32,same,relu,uniform,uniform,16,64,0.30000000000000004,200,16,sigmoid,binary_crossentropy,2.08,200,1,2,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,4
6,0.6873879218712832,0.6923076933265752,0.6932550082897663,0.6282173499706476,51,16,0.7959028831562974,relu,uniform,uniform,32,same,relu,uniform,uniform,32,64,0.2,200,32,sigmoid,binary_crossentropy,0.1,200,1,2,<class 'keras.optimizers.Adam'>,1.344871794871795,2,8
9,0.6974890364540948,0.30769230310733503,0.6937504647116757,0.3717826498873013,51,64,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,32,64,0.2,200,16,sigmoid,binary_crossentropy,6.039999999999999,200,1,2,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,4
6,0.1185231659656916,0.6923076953643408,0.12015533334334995,0.6282173504252111,51,32,0.7959028831562974,relu,uniform,uniform,16,same,relu,uniform,uniform,16,64,0.30000000000000004,200,32,sigmoid,logcosh,0.1,200,4,4,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,2
12,0.12042592032852335,0.3076923079470284,0.12018752239424348,0.3698760724570549,51,16,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,32,64,0.4,200,16,sigmoid,logcosh,6.039999999999999,200,1,2,<class 'keras.optimizers.Adam'>,1.344871794871795,2,2
6,0.6937298163389548,0.30769230310733503,0.6931774637833223,0.573879885548518,51,64,0.7959028831562974,relu,uniform,uniform,32,same,relu,uniform,uniform,16,32,0.1,200,8,sigmoid,binary_crossentropy,8.02,200,2,2,<class 'keras.optimizers.Adam'>,1.344871794871795,2,4
6,0.12044607313015522,0.30769230310733503,0.12013040751474488,0.371782649972532,51,64,0.7959028831562974,relu,uniform,uniform,16,same,relu,uniform,uniform,16,32,0.1,200,32,sigmoid,logcosh,2.08,200,1,4,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,8
6,0.11978815336767425,0.692307696892665,0.12020784952421207,0.371782649972532,51,64,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,32,64,0.2,200,16,sigmoid,logcosh,8.02,200,4,4,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,2
6,0.12004742714074942,0.6923076953643408,0.12012785398982842,0.5691134411454541,51,32,0.7959028831562974,relu,uniform,uniform,16,same,relu,uniform,uniform,32,64,0.2,200,8,sigmoid,logcosh,4.06,200,4,2,<class 'keras.optimizers.Adam'>,1.344871794871795,2,2
6,0.6987983131001139,0.307692309984794,0.6936571663964692,0.4671115347382225,51,32,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,32,32,0.30000000000000004,200,32,sigmoid,binary_crossentropy,8.02,200,2,4,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,4
7,0.6924905420368553,0.6923076933265752,0.6933170661003506,0.628217350027468,51,16,0.7959028831562974,relu,uniform,uniform,32,same,relu,uniform,uniform,32,32,0.0,200,16,sigmoid,binary_crossentropy,4.06,200,2,4,<class 'keras.optimizers.Adam'>,1.344871794871795,2,2
6,0.12021032669860074,0.30769230310733503,0.12027645205547971,0.41563393682724414,51,64,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,32,32,0.4,200,8,sigmoid,logcosh,2.08,200,2,2,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,2
6,0.6941252070614415,0.3076923079470284,0.6937659231677751,0.5319351765857184,51,16,0.7959028831562974,relu,uniform,uniform,32,same,relu,uniform,uniform,16,32,0.1,200,16,sigmoid,binary_crossentropy,6.039999999999999,200,2,1,<class 'keras.optimizers.Adam'>,1.344871794871795,2,4
11,0.8833083800780468,0.38461538716259164,0.5809622545601415,0.6425166823275323,51,64,0.7959028831562974,relu,uniform,uniform,16,same,relu,uniform,uniform,16,64,0.1,200,32,sigmoid,binary_crossentropy,4.06,200,2,1,<class 'keras.optimizers.Adam'>,1.344871794871795,2,8
6,0.6974682288292127,0.307692309984794,0.6931629283753205,0.3717826500861729,51,32,0.7959028831562974,relu,uniform,uniform,16,same,relu,uniform,uniform,32,64,0.0,200,32,sigmoid,binary_crossentropy,0.1,200,1,1,<class 'keras.optimizers.Adam'>,1.344871794871795,2,2
6,0.11973528067270915,0.692307696892665,0.12012235092991755,0.628217350027468,51,64,0.7959028831562974,relu,uniform,uniform,16,same,relu,uniform,uniform,16,64,0.30000000000000004,200,32,sigmoid,logcosh,2.08,200,1,2,<class 'keras.optimizers.Adam'>,1.344871794871795,2,4
7,0.6934107878269293,0.307692309984794,0.693231075746429,0.44518589138189196,51,32,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,32,64,0.0,200,16,sigmoid,binary_crossentropy,2.08,200,2,2,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,4
7,0.6926044852305682,0.6923076953643408,0.6932945275897634,0.5805529077014432,51,32,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,16,64,0.0,200,8,sigmoid,binary_crossentropy,2.08,200,2,1,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,8
11,0.6915193312188499,0.6923076933265752,0.693415643205179,0.6282173499706476,51,16,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,32,64,0.30000000000000004,200,16,sigmoid,binary_crossentropy,6.039999999999999,200,1,4,<class 'keras.optimizers.Adam'>,1.344871794871795,2,4
9,0.6918653494272476,0.6923076933265752,0.6938124153589044,0.48141086752126055,51,16,0.7959028831562974,relu,uniform,uniform,32,same,relu,uniform,uniform,16,64,0.4,200,16,sigmoid,binary_crossentropy,6.039999999999999,200,2,1,<class 'keras.optimizers.Adam'>,1.344871794871795,2,2
10,0.11977787213957208,0.6923076933265752,0.12015850623240348,0.5176358437174496,51,16,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,16,32,0.1,200,32,sigmoid,logcosh,2.08,200,1,2,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,4
10,0.11994645992914836,0.6923076953643408,0.12013675799474362,0.6282173494024431,51,32,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,16,32,0.30000000000000004,200,32,sigmoid,logcosh,6.039999999999999,200,4,2,<class 'keras.optimizers.Adam'>,1.344871794871795,2,2
6,0.11909436791116355,0.5726495629701859,0.11868653934381483,0.5052430887126832,51,64,0.7959028831562974,relu,uniform,uniform,32,same,relu,uniform,uniform,32,32,0.0,200,16,sigmoid,logcosh,8.02,200,1,1,<class 'keras.optimizers.Adam'>,1.344871794871795,2,2
7,0.6910815396879473,0.692307696892665,0.6933821607363349,0.6282173504252111,51,64,0.7959028831562974,relu,uniform,uniform,32,same,relu,uniform,uniform,32,32,0.4,200,8,sigmoid,binary_crossentropy,4.06,200,4,1,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,2
6,0.6915792053581303,0.6923076933265752,0.6932971640583216,0.6282173498854169,51,16,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,16,32,0.30000000000000004,200,16,sigmoid,binary_crossentropy,2.08,200,1,1,<class 'keras.optimizers.Adam'>,1.344871794871795,2,2
6,0.6944765810273651,0.307692309984794,0.6937537091021543,0.5281220208018933,51,32,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,32,64,0.1,200,8,sigmoid,binary_crossentropy,6.039999999999999,200,2,1,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,8
7,0.6940779685974121,0.3076923079470284,0.6935102237873241,0.4099142042310949,51,16,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,16,64,0.2,200,16,sigmoid,binary_crossentropy,8.02,200,2,2,<class 'keras.optimizers.Adam'>,1.344871794871795,2,8
6,0.6932643921966226,0.307692309984794,0.6932409250588504,0.5128693993001807,51,32,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,16,32,0.1,200,16,sigmoid,binary_crossentropy,4.06,200,1,1,<class 'keras.optimizers.Adam'>,1.344871794871795,2,2
15,0.7282137952299199,0.46153846153846156,0.668021344649894,0.5834127742410047,51,16,0.7959028831562974,relu,uniform,uniform,16,same,relu,uniform,uniform,16,64,0.30000000000000004,200,16,sigmoid,binary_crossentropy,2.08,200,1,1,<class 'keras.optimizers.Adam'>,1.344871794871795,2,4
6,0.6906441735406207,0.6923076953643408,0.6931734916934295,0.628217349516084,51,32,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,32,32,0.0,200,16,sigmoid,binary_crossentropy,0.1,200,2,4,<class 'keras.optimizers.Adam'>,1.344871794871795,2,4
6,0.11955321713899955,0.6923076953643408,0.12013853991935092,0.628217349516084,51,32,0.7959028831562974,relu,uniform,uniform,16,same,relu,uniform,uniform,16,32,0.2,200,32,sigmoid,logcosh,6.039999999999999,200,4,2,<class 'keras.optimizers.Adam'>,1.344871794871795,2,2
6,0.119763895487174,0.692307696892665,0.12014051206459649,0.5977121074501961,51,64,0.7959028831562974,relu,uniform,uniform,8,same,relu,uniform,uniform,16,64,0.2,200,32,sigmoid,logcosh,2.08,200,2,1,<class 'keras.optimizers.Nadam'>,1.344871794871795,2,8
