round_epochs,val_loss,val_acc,loss,acc,alphabet_size,batch_size,control_class_weight,conv_activation,conv_bias_initializer,conv_kernel_initializer,conv_output_space,dense_activation,dense_bias_initializer,dense_kernel_initializer,dense_units_layer_2,dense_units_layer_3,dropout,epochs,large_filter_length,last_activation,loss,lr,max_sentence_length,number_of_large_filters,number_of_small_filters,optimizer,pd_class_weight,pool_length,small_filter_length
14,0.8149656113396343,0.7435897461369506,0.43463334262200604,0.8169685421499101,49,32,0.7899096385542169,relu,uniform,uniform,16,relu,uniform,uniform,32,32,0.1,200,20,sigmoid,binary_crossentropy,8.02,14000,4,2,<class 'keras.optimizers.Adam'>,1.3623376623376624,2,5
12,0.5501496037866316,0.7777777798155434,0.5766397220277013,0.7140133458165695,49,32,0.7899096385542169,relu,uniform,uniform,8,relu,uniform,uniform,16,32,0.4,200,160,sigmoid,binary_crossentropy,0.1,14000,1,4,<class 'keras.optimizers.Nadam'>,1.3623376623376624,4,20
6,0.6948024248465513,0.35042735271983677,0.693584436513448,0.6062917061313433,49,32,0.7899096385542169,relu,uniform,uniform,32,relu,uniform,uniform,16,32,0.4,200,40,sigmoid,binary_crossentropy,6.039999999999999,14000,4,2,<class 'keras.optimizers.Nadam'>,1.3623376623376624,4,10
9,0.6930759279136984,0.6495726495726496,0.6934344607154111,0.500476644650542,49,16,0.7899096385542169,relu,uniform,uniform,32,relu,uniform,uniform,16,64,0.30000000000000004,200,20,sigmoid,binary_crossentropy,2.08,14000,4,4,<class 'keras.optimizers.Nadam'>,1.3623376623376624,2,10
10,0.10136346843762276,0.7179487184581593,0.03655640621273623,0.8989513823256479,49,16,0.7899096385542169,relu,uniform,uniform,8,relu,uniform,uniform,16,64,0.0,200,20,sigmoid,logcosh,4.06,14000,1,2,<class 'keras.optimizers.Adam'>,1.3623376623376624,2,5
8,0.11050895327686244,0.6923076928171337,0.047040738542049834,0.8703527168732126,49,16,0.7899096385542169,relu,uniform,uniform,32,relu,uniform,uniform,32,64,0.0,200,160,sigmoid,logcosh,4.06,14000,1,1,<class 'keras.optimizers.Adam'>,1.3623376623376624,2,5
11,0.10863996953026861,0.675213676232558,0.05036927811496024,0.8493803623065821,49,16,0.7899096385542169,relu,uniform,uniform,16,relu,uniform,uniform,16,32,0.1,200,20,sigmoid,logcosh,2.08,14000,2,1,<class 'keras.optimizers.Adam'>,1.3623376623376624,4,5
17,0.07851021049114373,0.7521367546839591,0.08777219238908547,0.7473784552175051,49,32,0.7899096385542169,relu,uniform,uniform,32,relu,uniform,uniform,32,32,0.2,200,160,sigmoid,logcosh,0.1,14000,2,2,<class 'keras.optimizers.Adam'>,1.3623376623376624,4,5
11,0.15200869649903387,0.6495726495726496,0.2168904654291042,0.6329837942600705,49,16,0.7899096385542169,relu,uniform,uniform,16,relu,uniform,uniform,32,64,0.1,200,80,sigmoid,logcosh,4.06,14000,4,2,<class 'keras.optimizers.Adam'>,1.3623376623376624,2,10
9,0.08947621397355683,0.7350427350427351,0.06889894424278016,0.8141086750989647,49,16,0.7899096385542169,relu,uniform,uniform,8,relu,uniform,uniform,16,32,0.1,200,20,sigmoid,logcosh,8.02,14000,2,2,<class 'keras.optimizers.Adam'>,1.3623376623376624,2,10
8,0.09062276933437739,0.7521367536650764,0.06752870449915287,0.8226882747176492,49,32,0.7899096385542169,relu,uniform,uniform,8,relu,uniform,uniform,16,32,0.1,200,80,sigmoid,logcosh,4.06,14000,1,2,<class 'keras.optimizers.Nadam'>,1.3623376623376624,4,5
11,0.6927364641784602,0.6495726495726496,0.6934376157273328,0.6015252623248941,49,16,0.7899096385542169,relu,uniform,uniform,16,relu,uniform,uniform,32,32,0.30000000000000004,200,160,sigmoid,binary_crossentropy,6.039999999999999,14000,4,4,<class 'keras.optimizers.Adam'>,1.3623376623376624,4,20
6,0.6918970810042487,0.649572652629298,0.6934169243357088,0.6282173504252111,49,32,0.7899096385542169,relu,uniform,uniform,16,relu,uniform,uniform,32,64,0.30000000000000004,200,160,sigmoid,binary_crossentropy,6.039999999999999,14000,4,1,<class 'keras.optimizers.Adam'>,1.3623376623376624,2,5
10,0.28177221208556086,0.3504273504273504,0.2168904526302994,0.3670162061376726,49,16,0.7899096385542169,relu,uniform,uniform,16,relu,uniform,uniform,32,32,0.0,200,20,sigmoid,logcosh,4.06,14000,2,4,<class 'keras.optimizers.Adam'>,1.3623376623376624,2,10
14,0.08762808850942513,0.7521367526461935,0.07047316269528252,0.8322211630123928,49,16,0.7899096385542169,relu,uniform,uniform,8,relu,uniform,uniform,32,32,0.1,200,80,sigmoid,logcosh,8.02,14000,1,1,<class 'keras.optimizers.Adam'>,1.3623376623376624,4,10
6,0.6919323501423893,0.649572652629298,0.6933151035790676,0.624404194130002,49,32,0.7899096385542169,relu,uniform,uniform,32,relu,uniform,uniform,32,32,0.1,200,160,sigmoid,binary_crossentropy,6.039999999999999,14000,4,1,<class 'keras.optimizers.Adam'>,1.3623376623376624,4,10
9,0.5640180717166673,0.7606837611932021,0.5675168978929293,0.7311725454516815,49,16,0.7899096385542169,relu,uniform,uniform,32,relu,uniform,uniform,16,64,0.2,200,160,sigmoid,binary_crossentropy,0.1,14000,4,2,<class 'keras.optimizers.Adam'>,1.3623376623376624,4,20
8,0.6943378749056759,0.3504273504273504,0.6936131675432021,0.44709246902521504,49,16,0.7899096385542169,relu,uniform,uniform,16,relu,uniform,uniform,32,32,0.30000000000000004,200,160,sigmoid,binary_crossentropy,4.06,14000,1,4,<class 'keras.optimizers.Nadam'>,1.3623376623376624,2,5
6,0.15200870114768672,0.649572652629298,0.21689979484867664,0.6253574839992905,49,32,0.7899096385542169,relu,uniform,uniform,32,relu,uniform,uniform,32,64,0.2,200,160,sigmoid,logcosh,8.02,14000,4,4,<class 'keras.optimizers.Nadam'>,1.3623376623376624,4,20
8,0.1200478442459025,0.6495726495726496,0.12026671980737617,0.4852240228860349,49,16,0.7899096385542169,relu,uniform,uniform,8,relu,uniform,uniform,16,64,0.4,200,40,sigmoid,logcosh,8.02,14000,1,2,<class 'keras.optimizers.Nadam'>,1.3623376623376624,4,5
6,0.15200869649903387,0.6495726495726496,0.202529913320555,0.5910390850131687,49,16,0.7899096385542169,relu,uniform,uniform,32,relu,uniform,uniform,16,64,0.30000000000000004,200,80,sigmoid,logcosh,6.039999999999999,14000,2,2,<class 'keras.optimizers.Nadam'>,1.3623376623376624,4,10
