round_epochs,val_loss,val_acc,loss,acc,alphabet_size,batch_size,control_class_weight,conv_activation,conv_bias_initializer,conv_kernel_initializer,conv_output_space,dense_activation,dense_bias_initializer,dense_kernel_initializer,dense_units_layer_2,dense_units_layer_3,dropout,epochs,large_filter_length,last_activation,loss,lr,max_sentence_length,number_of_large_filters,number_of_small_filters,optimizer,pd_class_weight,pool_length,small_filter_length
10,0.545279135561397,0.7264957305712577,0.5328343406078131,0.7445185885074823,51,32,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,32,32,0.30000000000000004,200,20,sigmoid,binary_crossentropy,0.1,14000,4,2,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,20
13,0.5466098943327227,0.752136755702842,0.5898108344855367,0.7254528127703017,51,32,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,16,32,0.0,200,80,sigmoid,binary_crossentropy,6.039999999999999,14000,1,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
6,0.24098939595059451,0.4444444454633273,0.2168904534115805,0.3565300286270756,51,16,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,16,32,0.0,200,80,sigmoid,logcosh,6.039999999999999,14000,2,1,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,5
12,0.08918709989286895,0.7094017129677993,0.08689891478069858,0.7464251669960095,51,32,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,32,32,0.30000000000000004,200,160,sigmoid,logcosh,2.08,14000,2,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,10
13,0.103010673298795,0.7264957267504472,0.06533969687324574,0.8112488084457623,51,16,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,16,32,0.0,200,40,sigmoid,logcosh,2.08,14000,2,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,5
6,0.6931765176292158,0.44444444469916516,0.6935322217650364,0.6081982836255128,51,32,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,32,32,0.4,200,40,sigmoid,binary_crossentropy,6.039999999999999,14000,2,2,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,20
12,0.5809176706860208,0.6581196621951894,0.5239101979593872,0.7578646328701532,51,32,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,16,32,0.1,200,160,sigmoid,binary_crossentropy,0.1,14000,2,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,5
9,0.5910643950486795,0.6752136787797651,0.5254829793003654,0.7197330798048196,51,32,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,16,64,0.1,200,40,sigmoid,binary_crossentropy,2.08,14000,2,4,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,10
6,0.24098939582323417,0.44444444469916516,0.2164437017688533,0.3593898950103809,51,32,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,16,32,0.2,200,160,sigmoid,logcosh,6.039999999999999,14000,1,4,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,20
6,7.163597938341972,0.5555555606499697,8.059047696247228,0.6434699710604119,51,32,0.7770370370370371,relu,uniform,uniform,16,relu,uniform,uniform,32,64,0.0,200,80,sigmoid,binary_crossentropy,8.02,14000,4,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
9,0.6939175291958019,0.44444444469916516,0.6933212662106815,0.35653002854184496,51,32,0.7770370370370371,relu,uniform,uniform,16,relu,uniform,uniform,16,64,0.30000000000000004,200,160,sigmoid,binary_crossentropy,2.08,14000,4,1,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,10
6,0.1200894116718545,0.5555555558102763,0.12016851173001772,0.6415633937367038,51,16,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,32,32,0.30000000000000004,200,40,sigmoid,logcosh,6.039999999999999,14000,1,1,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,10
13,0.7900769262232332,0.7350427391182663,0.3246919580791199,0.8560533841754051,51,32,0.7770370370370371,relu,uniform,uniform,16,relu,uniform,uniform,32,64,0.30000000000000004,200,20,sigmoid,binary_crossentropy,4.06,14000,1,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,10
6,0.6928532790933919,0.5555555558102763,0.6933772138917412,0.38894184955082356,51,16,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,32,32,0.2,200,80,sigmoid,binary_crossentropy,8.02,14000,2,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,5
6,0.19279151467176583,0.5555555558102763,0.21753656543130756,0.6301239275784579,51,16,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,16,64,0.4,200,40,sigmoid,logcosh,4.06,14000,4,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
10,0.7419192734946553,0.7094017099111508,0.36217437021157306,0.8512869400564436,51,16,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,16,32,0.1,200,20,sigmoid,binary_crossentropy,4.06,14000,2,1,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,5
6,7.16359802800366,0.5555555558102763,8.059047728975804,0.643469971571796,51,16,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,16,32,0.1,200,40,sigmoid,binary_crossentropy,8.02,14000,2,2,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,5
6,0.12013892345448844,0.4444444454633273,0.12015990145838294,0.3851286939942803,51,16,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,16,32,0.2,200,40,sigmoid,logcosh,8.02,14000,1,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
9,0.0838845452437034,0.7350427360616179,0.09385525636211592,0.7397521450135456,51,16,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,32,64,0.2,200,40,sigmoid,logcosh,4.06,14000,4,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,5
8,0.6924930026388576,0.5555555606499697,0.6933557985508522,0.44709246958631693,51,32,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,32,32,0.2,200,160,sigmoid,binary_crossentropy,8.02,14000,2,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,5
9,0.752840279513954,0.6666666676855495,0.6140192503356389,0.6167778838124016,51,16,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,32,64,0.30000000000000004,200,20,sigmoid,binary_crossentropy,8.02,14000,2,1,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
6,7.16359802800366,0.5555555558102763,8.014339840673514,0.6406101050322345,51,16,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,16,64,0.4,200,20,sigmoid,binary_crossentropy,6.039999999999999,14000,2,4,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,20
9,0.6927433716945159,0.5555555606499697,0.6934528975854952,0.551000952834283,51,32,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,32,64,0.1,200,40,sigmoid,binary_crossentropy,6.039999999999999,14000,2,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
13,0.5682125636655041,0.7008547044207907,0.4108378013846304,0.816968541354424,51,32,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,16,64,0.30000000000000004,200,40,sigmoid,binary_crossentropy,0.1,14000,1,4,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,10
6,0.19279151467176583,0.5555555558102763,0.2166945797926591,0.6425166827252754,51,16,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,32,32,0.4,200,160,sigmoid,logcosh,2.08,14000,1,4,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,20
16,0.7560099964467888,0.7264957300618163,0.3880477553327613,0.8207816968541468,51,32,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,16,64,0.0,200,20,sigmoid,binary_crossentropy,0.1,14000,4,4,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,10
9,0.6923077824788216,0.5555555558102763,0.6937130207783615,0.3794089610287982,51,16,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,32,32,0.30000000000000004,200,20,sigmoid,binary_crossentropy,6.039999999999999,14000,2,4,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,5
6,7.16359802800366,0.5555555558102763,8.06059700999851,0.6415633938787549,51,16,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,32,32,0.4,200,40,sigmoid,binary_crossentropy,8.02,14000,1,1,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,10
6,0.12010259811694805,0.5555555558102763,0.12015541203256104,0.3946615824736903,51,16,0.7770370370370371,relu,uniform,uniform,16,relu,uniform,uniform,32,32,0.4,200,160,sigmoid,logcosh,2.08,14000,4,1,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,5
6,7.16359802800366,0.5555555558102763,7.878520658291216,0.6234509056528145,51,16,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,16,32,0.30000000000000004,200,80,sigmoid,binary_crossentropy,8.02,14000,4,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,5
6,0.12021079334693077,0.4444444454633273,0.12011424788017291,0.35462345093403463,51,16,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,32,64,0.30000000000000004,200,160,sigmoid,logcosh,2.08,14000,4,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
9,0.08649090454619154,0.752136753155635,0.10241616734643569,0.6644423260247855,51,16,0.7770370370370371,relu,uniform,uniform,16,relu,uniform,uniform,32,32,0.4,200,80,sigmoid,logcosh,6.039999999999999,14000,1,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
9,0.08829440424839656,0.7179487184581593,0.09319339101660012,0.7149666350608331,51,16,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,32,32,0.1,200,80,sigmoid,logcosh,0.1,14000,2,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,10
6,8.856880815620096,0.4444444454633273,7.971191931725458,0.35653002861287053,51,16,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,16,64,0.0,200,20,sigmoid,binary_crossentropy,8.02,14000,1,2,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,10
6,0.11996940759002653,0.5555555558102763,0.12023670651778592,0.41658722595786685,51,16,0.7770370370370371,relu,uniform,uniform,16,relu,uniform,uniform,32,64,0.4,200,80,sigmoid,logcosh,8.02,14000,2,1,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,10
13,0.08816866150014421,0.7777777813438677,0.08372358125488001,0.7635843663470193,51,32,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,16,32,0.4,200,40,sigmoid,logcosh,2.08,14000,1,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,5
6,0.6927658044374906,0.5555555606499697,0.6933511997314722,0.6139180168182766,51,32,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,32,32,0.1,200,40,sigmoid,binary_crossentropy,8.02,14000,1,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
6,8.856880978641348,0.44444444469916516,7.580363208163455,0.442326024657664,51,32,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,16,64,0.2,200,160,sigmoid,binary_crossentropy,6.039999999999999,14000,4,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,10
6,0.6932620798420702,0.44444444469916516,0.6933069784829909,0.3565300289395881,51,32,0.7770370370370371,relu,uniform,uniform,16,relu,uniform,uniform,16,32,0.1,200,160,sigmoid,binary_crossentropy,6.039999999999999,14000,1,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
6,0.1202039736458379,0.44444444469916516,0.12017073185388194,0.3565300286270756,51,32,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,32,32,0.0,200,160,sigmoid,logcosh,2.08,14000,4,2,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,5
9,1.0074306960798736,0.7008547009820612,0.2981303522595914,0.8789323166055379,51,16,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,32,64,0.0,200,20,sigmoid,binary_crossentropy,6.039999999999999,14000,1,1,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
6,8.856880978641348,0.44444444469916516,7.9691218693445025,0.357483317587237,51,32,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,16,64,0.2,200,160,sigmoid,binary_crossentropy,8.02,14000,4,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
6,0.6931087023172623,0.5555555558102763,0.6934966509744482,0.481410867578081,51,16,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,16,32,0.30000000000000004,200,40,sigmoid,binary_crossentropy,4.06,14000,2,1,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,10
10,0.6414551816434941,0.7008547044207907,0.5705977144186786,0.7102001904304875,51,32,0.7770370370370371,relu,uniform,uniform,16,relu,uniform,uniform,32,64,0.4,200,160,sigmoid,binary_crossentropy,4.06,14000,1,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
6,0.19279151467176583,0.5555555558102763,0.2168904640938238,0.6434699716286164,51,16,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,16,64,0.0,200,80,sigmoid,logcosh,6.039999999999999,14000,4,4,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,5
6,0.12017246736929967,0.4444444454633273,0.12014301267547535,0.5357483317729288,51,16,0.7770370370370371,relu,uniform,uniform,16,relu,uniform,uniform,32,32,0.4,200,80,sigmoid,logcosh,4.06,14000,4,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,5
6,0.08539030796442276,0.752136755702842,0.09660265459772288,0.7159199239073536,51,32,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,32,32,0.0,200,160,sigmoid,logcosh,0.1,14000,1,4,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,5
23,0.5281404827395056,0.7692307722874177,0.5355241674258666,0.749285033535571,51,32,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,16,32,0.4,200,40,sigmoid,binary_crossentropy,0.1,14000,2,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,10
6,0.19279151467176583,0.5555555558102763,0.21849791567818794,0.6072449954608375,51,16,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,32,32,0.2,200,80,sigmoid,logcosh,6.039999999999999,14000,2,4,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,10
6,0.19279151467176583,0.5555555558102763,0.21476752058140317,0.6167778837555812,51,16,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,32,64,0.4,200,160,sigmoid,logcosh,6.039999999999999,14000,2,1,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,10
12,0.5479114284882178,0.743589746646392,0.4952570627824367,0.7693040988011174,51,32,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,16,64,0.30000000000000004,200,80,sigmoid,binary_crossentropy,2.08,14000,1,2,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,10
13,0.6932751261270963,0.4444444454633273,0.6936607761992172,0.35843660637693703,51,16,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,16,32,0.1,200,40,sigmoid,binary_crossentropy,6.039999999999999,14000,1,2,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,10
6,8.856880815620096,0.4444444454633273,7.971191946271491,0.35653002861287053,51,16,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,32,64,0.0,200,80,sigmoid,binary_crossentropy,4.06,14000,4,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
11,0.0877715419882383,0.7094017129677993,0.09879386150149418,0.7016205913231871,51,32,0.7770370370370371,relu,uniform,uniform,16,relu,uniform,uniform,16,64,0.1,200,40,sigmoid,logcosh,0.1,14000,2,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,5
16,0.7435304670252352,0.6923076963832235,0.3762220729522414,0.8360343177734498,51,32,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,16,32,0.1,200,20,sigmoid,binary_crossentropy,4.06,14000,2,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
9,0.5736814075046115,0.7008547049302322,0.484009614691948,0.7597712105631942,51,32,0.7770370370370371,relu,uniform,uniform,16,relu,uniform,uniform,32,64,0.2,200,160,sigmoid,binary_crossentropy,4.06,14000,1,1,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
6,0.19279151467176583,0.5555555558102763,0.2060223091802106,0.608198284307358,51,16,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,16,64,0.4,200,160,sigmoid,logcosh,8.02,14000,2,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,10
6,8.856880978641348,0.44444444469916516,7.971191957181016,0.3565300284282041,51,32,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,32,64,0.0,200,160,sigmoid,binary_crossentropy,8.02,14000,1,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
12,0.6686942475473779,0.6410256412803618,0.5916779936780466,0.6701620592175493,51,16,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,16,64,0.0,200,40,sigmoid,binary_crossentropy,2.08,14000,4,1,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,10
16,0.10807527627190973,0.692307692562413,0.05888340571048262,0.840800762858359,51,16,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,16,64,0.1,200,80,sigmoid,logcosh,4.06,14000,2,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,5
8,0.08633422698730077,0.7264957275146093,0.09215148640627857,0.7349857008377635,51,16,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,16,64,0.2,200,40,sigmoid,logcosh,6.039999999999999,14000,4,1,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,10
6,0.12024102544682658,0.4444444454633273,0.12015070242041968,0.35653002860576793,51,16,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,16,32,0.0,200,160,sigmoid,logcosh,2.08,14000,2,1,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
20,0.5644580609778054,0.7350427391182663,0.4532525139098172,0.7998093429125412,51,32,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,32,64,0.1,200,80,sigmoid,binary_crossentropy,0.1,14000,1,4,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,10
9,0.6918202118995862,0.5555555606499697,0.693581538841313,0.450905624347374,51,32,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,16,32,0.30000000000000004,200,80,sigmoid,binary_crossentropy,8.02,14000,4,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,5
6,0.1200554237788559,0.5555555558102763,0.12023243192295668,0.4938036227248985,51,16,0.7770370370370371,relu,uniform,uniform,16,relu,uniform,uniform,16,64,0.30000000000000004,200,40,sigmoid,logcosh,2.08,14000,4,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,10
6,0.24098939595059451,0.4444444454633273,0.21689045474686092,0.35653002882594714,51,16,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,16,64,0.0,200,40,sigmoid,logcosh,6.039999999999999,14000,2,2,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,20
15,0.08940504873410249,0.7179487189676008,0.08091883886218412,0.7816968542036269,51,16,0.7770370370370371,relu,uniform,uniform,16,relu,uniform,uniform,32,32,0.4,200,20,sigmoid,logcosh,2.08,14000,1,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
9,0.6922104868114504,0.5555555558102763,0.6931597101790662,0.488083889446904,51,16,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,16,32,0.30000000000000004,200,40,sigmoid,binary_crossentropy,2.08,14000,4,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,10
6,0.24098939582323417,0.44444444469916516,0.21689045602532087,0.35653002814410184,51,32,0.7770370370370371,relu,uniform,uniform,16,relu,uniform,uniform,16,64,0.1,200,40,sigmoid,logcosh,4.06,14000,4,4,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,20
6,0.6930415752606515,0.5555555558102763,0.6933904854994484,0.412774070713836,51,16,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,32,32,0.1,200,80,sigmoid,binary_crossentropy,4.06,14000,2,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
8,0.6931825417738694,0.44444444469916516,0.6932440927985513,0.40038131536814686,51,32,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,32,64,0.2,200,80,sigmoid,binary_crossentropy,6.039999999999999,14000,4,1,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,5
6,0.12005052963892619,0.5555555558102763,0.1201785101534868,0.3765490945460571,51,16,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,16,64,0.2,200,40,sigmoid,logcosh,8.02,14000,2,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,5
6,7.16359802800366,0.5555555558102763,8.27311436623136,0.5538608199136387,51,16,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,32,64,0.4,200,80,sigmoid,binary_crossentropy,6.039999999999999,14000,4,1,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,10
6,0.5566465925966573,0.7350427380993835,0.5948740428578183,0.6692087699164654,51,32,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,16,64,0.2,200,80,sigmoid,binary_crossentropy,0.1,14000,4,1,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,5
19,0.0864174061606073,0.7692307722874177,0.0926661687211495,0.7530981890352938,51,32,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,16,32,0.4,200,160,sigmoid,logcosh,0.1,14000,4,4,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,10
9,0.5705699395929646,0.7008547011094216,0.3975739614297596,0.8274547189502516,51,16,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,32,64,0.1,200,40,sigmoid,binary_crossentropy,0.1,14000,1,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
6,0.10152676924426332,0.7008547018735837,0.07356887755363299,0.7445185891893276,51,16,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,32,32,0.1,200,40,sigmoid,logcosh,4.06,14000,1,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,10
6,0.693345824877421,0.4444444454633273,0.6933828694577212,0.35653002861287053,51,16,0.7770370370370371,relu,uniform,uniform,16,relu,uniform,uniform,32,64,0.2,200,20,sigmoid,binary_crossentropy,6.039999999999999,14000,1,1,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,10
6,0.24098939595059451,0.4444444454633273,0.2168904544485536,0.3565300286270756,51,16,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,32,64,0.1,200,20,sigmoid,logcosh,6.039999999999999,14000,4,4,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,5
11,0.24098939595059451,0.4444444454633273,0.21689045480368135,0.35653002868389605,51,16,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,16,64,0.0,200,80,sigmoid,logcosh,2.08,14000,4,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
6,0.6924871894029471,0.5555555606499697,0.6934295556338431,0.5710200191225974,51,32,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,32,32,0.2,200,80,sigmoid,binary_crossentropy,8.02,14000,4,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,10
12,0.1027924213399235,0.7008547009820612,0.05163234321700606,0.859866539675128,51,16,0.7770370370370371,relu,uniform,uniform,16,relu,uniform,uniform,32,64,0.30000000000000004,200,20,sigmoid,logcosh,2.08,14000,1,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
9,0.09726002895169789,0.7350427386088249,0.08782689215116438,0.7588179221144168,51,32,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,16,32,0.1,200,40,sigmoid,logcosh,8.02,14000,1,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
19,0.08371946387566052,0.7264957275146093,0.08883718623503602,0.743565300456448,51,16,0.7770370370370371,relu,uniform,uniform,16,relu,uniform,uniform,16,32,0.30000000000000004,200,40,sigmoid,logcosh,0.1,14000,1,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,10
6,0.12018896607506989,0.44444444469916516,0.12018627702508004,0.6291706388455782,51,32,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,32,64,0.1,200,20,sigmoid,logcosh,6.039999999999999,14000,4,2,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,20
8,0.085502210781615,0.7606837611932021,0.09202607539975155,0.742612011666748,51,16,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,16,64,0.0,200,40,sigmoid,logcosh,0.1,14000,1,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,10
9,0.09195076763375193,0.7008547039113493,0.09211880879190788,0.7569113448191189,51,32,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,16,32,0.2,200,160,sigmoid,logcosh,4.06,14000,2,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,10
9,0.08449932627188854,0.7179487215148078,0.0851729315402851,0.722592945435254,51,32,0.7770370370370371,relu,uniform,uniform,16,relu,uniform,uniform,32,32,0.1,200,20,sigmoid,logcosh,2.08,14000,4,1,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,10
11,0.24098939582323417,0.44444444469916516,0.16740373569630349,0.5081029550675782,51,32,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,32,64,0.4,200,20,sigmoid,logcosh,6.039999999999999,14000,4,1,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,5
8,0.19279151543592796,0.5555555606499697,0.21573189869736126,0.46806482398248606,51,32,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,16,32,0.4,200,40,sigmoid,logcosh,2.08,14000,4,1,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,20
9,0.6931515193393087,0.4444444454633273,0.6934728942335618,0.6434699716286164,51,16,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,16,32,0.1,200,40,sigmoid,binary_crossentropy,4.06,14000,1,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,5
6,0.24098939582323417,0.44444444469916516,0.21689045591168,0.3565300284708194,51,32,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,32,32,0.30000000000000004,200,20,sigmoid,logcosh,8.02,14000,2,4,<class 'keras.optimizers.Nadam'>,1.4024064171122994,2,5
6,0.6927402151955498,0.5555555558102763,0.6933252143223474,0.4022878934021105,51,16,0.7770370370370371,relu,uniform,uniform,8,relu,uniform,uniform,16,64,0.2,200,20,sigmoid,binary_crossentropy,6.039999999999999,14000,2,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,5
6,0.12008506670976296,0.5555555558102763,0.12018312765258739,0.3746425167677855,51,16,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,16,32,0.2,200,160,sigmoid,logcosh,4.06,14000,2,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,5
8,0.09220505333863772,0.683760687836215,0.0706148627502675,0.8026692081452325,51,32,0.7770370370370371,relu,uniform,uniform,32,relu,uniform,uniform,32,64,0.4,200,20,sigmoid,logcosh,2.08,14000,1,2,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
11,0.08477082670244396,0.7606837617026435,0.09494332356948416,0.7264061012190791,51,16,0.7770370370370371,relu,uniform,uniform,64,relu,uniform,uniform,32,64,0.4,200,20,sigmoid,logcosh,4.06,14000,1,4,<class 'keras.optimizers.Adam'>,1.4024064171122994,2,20
