round_epochs,val_loss,val_acc,loss,acc,alphabet_size,batch_size,control_class_weight,conv_activation,conv_bias_initializer,conv_kernel_initializer,conv_output_space,dense_activation,dense_bias_initializer,dense_kernel_initializer,dense_units_layer_2,dense_units_layer_3,dropout,epochs,large_filter_length,last_activation,loss,lr,max_sentence_length,number_of_large_filters,number_of_small_filters,optimizer,pd_class_weight,pool_length,small_filter_length
11,0.0918405244493077,0.7521367526461935,0.07719610367250851,0.8007626313044982,51,16,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,32,32,0.0,200,16,sigmoid,logcosh,4.06,14000,2,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
7,0.6137153406937917,0.7350427370805007,0.5306818642084432,0.7359389896842841,51,32,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,16,64,0.30000000000000004,200,8,sigmoid,binary_crossentropy,8.02,14000,1,2,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
8,0.5528259417440138,0.7521367526461935,0.5943699947871743,0.7216396569296561,51,16,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,16,64,0.0,200,16,sigmoid,binary_crossentropy,6.039999999999999,14000,4,2,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
7,0.6951137781143188,0.37606837632309675,0.6935795634217894,0.5090562440561498,51,16,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,32,32,0.0,200,8,sigmoid,binary_crossentropy,8.02,14000,4,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
9,0.10593629889508598,0.649572652629298,0.07316725924113912,0.7893231646916887,51,32,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,32,64,0.4,200,16,sigmoid,logcosh,2.08,14000,1,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
6,0.6950644178268237,0.3760683811627902,0.695057332061153,0.49571020053158044,51,32,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,32,64,0.4,200,8,sigmoid,binary_crossentropy,8.02,14000,1,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
9,0.09775053776609592,0.6837606863078908,0.06513687744878723,0.8093422313777462,51,32,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,16,64,0.30000000000000004,200,16,sigmoid,logcosh,8.02,14000,1,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
6,0.12022054647533302,0.37606837632309675,0.12016543191995248,0.4480457579498636,51,16,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,16,64,0.1,200,16,sigmoid,logcosh,8.02,14000,1,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
6,0.10268385377195147,0.6239316249505068,0.07353809154863239,0.7778836987891348,51,16,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,32,32,0.1,200,16,sigmoid,logcosh,2.08,14000,1,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
11,0.08279671214329891,0.7606837611932021,0.09052297418619247,0.7445185891893276,51,16,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,16,64,0.30000000000000004,200,8,sigmoid,logcosh,0.1,14000,1,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
8,0.692046265826266,0.6239316249505068,0.6935257049716007,0.5462345092835258,51,16,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,16,32,0.0,200,16,sigmoid,binary_crossentropy,4.06,14000,2,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
6,6.061506018679366,0.6239316249505068,7.984193285041132,0.5872259295702662,51,16,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,16,64,0.4,200,16,sigmoid,binary_crossentropy,8.02,14000,4,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
18,0.5656146129481813,0.7264957285334921,0.5183098862237084,0.7445185889052254,51,32,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,16,64,0.1,200,16,sigmoid,binary_crossentropy,0.1,14000,2,2,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
13,0.600826057103964,0.7350427360616179,0.4176024854808222,0.8093422308663621,51,16,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,32,32,0.2,200,16,sigmoid,binary_crossentropy,0.1,14000,1,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
10,0.12018957651323742,0.3760683811627902,0.12012927396111084,0.3641563389162658,51,32,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,32,64,0.2,200,16,sigmoid,logcosh,2.08,14000,4,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
6,0.6933428578906589,0.37606837632309675,0.6935876253335332,0.5042897998377525,51,16,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,16,32,0.4,200,8,sigmoid,binary_crossentropy,4.06,14000,1,4,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
12,0.6941323112218808,0.3760683811627902,0.6938606809728821,0.6358436605723502,51,32,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,16,64,0.4,200,16,sigmoid,binary_crossentropy,8.02,14000,1,4,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
9,0.6919672560488057,0.6239316241863446,0.6937128345209491,0.49475691140095773,51,32,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,16,32,0.30000000000000004,200,8,sigmoid,binary_crossentropy,8.02,14000,2,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
14,0.0850524035974955,0.7521367526461935,0.09672817480603892,0.7006673023062052,51,16,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,32,64,0.0,200,16,sigmoid,logcosh,0.1,14000,1,4,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
9,0.6931953532064062,0.37606837632309675,0.6936611154172623,0.498570066957501,51,16,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,32,64,0.4,200,8,sigmoid,binary_crossentropy,4.06,14000,2,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
17,0.6486237563638606,0.7350427355521765,0.6667843586041657,0.5986653956432815,51,16,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,16,32,0.30000000000000004,200,8,sigmoid,binary_crossentropy,6.039999999999999,14000,4,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
7,0.6927000829297253,0.6239316249505068,0.69331651073734,0.43851286942783824,51,16,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,32,32,0.4,200,8,sigmoid,binary_crossentropy,6.039999999999999,14000,4,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
8,0.09184623363181058,0.7350427355521765,0.0843671290390371,0.7569113443077349,51,16,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,32,64,0.0,200,16,sigmoid,logcosh,6.039999999999999,14000,4,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
10,0.08736825552888405,0.7521367526461935,0.06833123470753347,0.7759771210676835,51,16,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,16,32,0.1,200,8,sigmoid,logcosh,2.08,14000,2,4,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
10,0.5719192618997688,0.7692307697402107,0.610688469430398,0.6978074357666437,51,16,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,16,32,0.4,200,8,sigmoid,binary_crossentropy,8.02,14000,2,2,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
8,0.0983435055320589,0.6495726516104152,0.08352636662378439,0.7578646327565123,51,32,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,16,64,0.1,200,16,sigmoid,logcosh,8.02,14000,2,2,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
6,0.6947430632053277,0.3760683811627902,0.6934785875851365,0.36415633924298335,51,32,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,16,32,0.2,200,8,sigmoid,binary_crossentropy,6.039999999999999,14000,4,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
11,0.10153419463935061,0.6666666687044323,0.07961452764426105,0.7769304103119471,51,32,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,16,64,0.30000000000000004,200,8,sigmoid,logcosh,8.02,14000,1,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
13,0.5553226285001152,0.7777777803249848,0.5886937988383981,0.7102001912259738,51,32,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,32,32,0.1,200,8,sigmoid,binary_crossentropy,0.1,14000,1,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
13,0.698218550437536,0.37606837632309675,0.6938125683195371,0.5662535749184051,51,16,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,32,32,0.30000000000000004,200,8,sigmoid,binary_crossentropy,8.02,14000,2,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
12,0.7090985657822373,0.7264957285334921,0.3356423526576181,0.8589132506013257,51,32,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,16,64,0.4,200,8,sigmoid,binary_crossentropy,2.08,14000,1,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
6,0.6926553519363077,0.6239316249505068,0.6936566533078684,0.635843660799632,51,16,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,32,64,0.0,200,16,sigmoid,binary_crossentropy,6.039999999999999,14000,2,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
14,0.5304992356870928,0.7606837611932021,0.5383441544806423,0.7635843662333784,51,16,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,16,32,0.30000000000000004,200,16,sigmoid,binary_crossentropy,2.08,14000,4,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
7,0.6912184199716291,0.6239316249505068,0.6936868137126883,0.49666348926446,51,16,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,16,64,0.30000000000000004,200,8,sigmoid,binary_crossentropy,6.039999999999999,14000,1,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
8,0.08873338834979595,0.7008547013641423,0.08962611535881905,0.731172545508502,51,16,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,16,32,0.1,200,16,sigmoid,logcosh,2.08,14000,1,2,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
6,0.11987398864112349,0.6239316241863446,0.12020540834751665,0.3641563393992396,51,32,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,32,32,0.0,200,8,sigmoid,logcosh,8.02,14000,1,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
10,0.6938255093036554,0.37606837632309675,0.6933715650873938,0.3641563393992396,51,16,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,16,64,0.30000000000000004,200,16,sigmoid,binary_crossentropy,4.06,14000,4,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
8,0.6922464946396331,0.6239316249505068,0.6937480622865224,0.5919923738596892,51,16,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,32,64,0.30000000000000004,200,8,sigmoid,binary_crossentropy,6.039999999999999,14000,1,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
6,0.27064962443123514,0.37606837632309675,0.21689044503056515,0.3641563395981111,51,16,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,32,32,0.0,200,16,sigmoid,logcosh,8.02,14000,2,4,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
20,0.7054544244057093,0.37606837632309675,0.6655961055205594,0.5767397522301305,51,16,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,32,32,0.4,200,8,sigmoid,binary_crossentropy,4.06,14000,1,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
9,0.09423606199586493,0.6752136772514409,0.08544521165871416,0.7311725446561953,51,32,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,32,64,0.30000000000000004,200,8,sigmoid,logcosh,4.06,14000,1,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
11,0.6554921022337726,0.726495727005168,0.2418114178173876,0.9084842708476732,51,16,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,32,32,0.1,200,16,sigmoid,binary_crossentropy,0.1,14000,1,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
6,0.11986805014630668,0.6239316249505068,0.12017575568307344,0.6167778839260425,51,16,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,32,32,0.30000000000000004,200,8,sigmoid,logcosh,6.039999999999999,14000,1,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
13,0.09309624402950971,0.6923076933265752,0.07557958026405058,0.7902764539359522,51,16,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,16,64,0.4,200,16,sigmoid,logcosh,4.06,14000,2,2,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
8,0.1205384693084619,0.3760683811627902,0.12021036869406813,0.36415633920036805,51,32,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,32,32,0.2,200,8,sigmoid,logcosh,8.02,14000,1,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
13,0.09891043743516645,0.5641025671592126,0.10204469719395624,0.6158245950227016,51,32,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,32,64,0.30000000000000004,200,8,sigmoid,logcosh,6.039999999999999,14000,2,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
6,0.6931641132403643,0.3760683811627902,0.6931117312810442,0.5462345086016805,51,32,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,32,32,0.4,200,8,sigmoid,binary_crossentropy,4.06,14000,4,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
6,0.1201172606048421,0.3760683811627902,0.12013000646185261,0.37368922738147076,51,32,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,16,32,0.4,200,8,sigmoid,logcosh,4.06,14000,4,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
10,0.6955305164695805,0.37606837632309675,0.6937510160972552,0.5052430888831445,51,16,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,16,64,0.0,200,8,sigmoid,binary_crossentropy,8.02,14000,1,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
6,0.6916774898512751,0.6239316241863446,0.6935030229325745,0.5233555767965726,51,32,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,32,64,0.0,200,8,sigmoid,binary_crossentropy,6.039999999999999,14000,2,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
10,0.11930846543903025,0.6495726505915324,0.04269329064993545,0.8770257389124969,51,16,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,16,64,0.0,200,16,sigmoid,logcosh,4.06,14000,1,2,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
6,0.6944899467321543,0.3760683811627902,0.6931823747173961,0.3641563389162658,51,32,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,16,64,0.2,200,8,sigmoid,binary_crossentropy,0.1,14000,4,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
10,0.08429667621086805,0.7521367526461935,0.0978009494232836,0.7178265016572151,51,16,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,32,64,0.4,200,8,sigmoid,logcosh,0.1,14000,1,4,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
6,0.6922054438509493,0.6239316241863446,0.6932261555506231,0.6310772164533887,51,32,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,32,64,0.30000000000000004,200,16,sigmoid,binary_crossentropy,0.1,14000,4,4,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
7,0.12024137199434459,0.37606837632309675,0.12026335810399033,0.5071496663631089,51,16,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,16,32,0.4,200,8,sigmoid,logcosh,6.039999999999999,14000,2,4,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
7,0.6918368614636935,0.6239316241863446,0.6936137413160363,0.46234509124428574,51,32,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,16,32,0.0,200,8,sigmoid,binary_crossentropy,8.02,14000,4,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
6,0.6947759924790798,0.3760683811627902,0.6936087448671957,0.576739752286951,51,32,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,32,64,0.1,200,8,sigmoid,binary_crossentropy,6.039999999999999,14000,2,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
6,0.12016836407347622,0.3760683811627902,0.12018593792777839,0.36606291709228056,51,32,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,32,32,0.1,200,16,sigmoid,logcosh,6.039999999999999,14000,4,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
20,0.08439715034686603,0.743589744099185,0.09525498980789439,0.7063870352716873,51,16,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,16,32,0.4,200,8,sigmoid,logcosh,0.1,14000,1,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
9,0.6748140084947276,0.6923076948548994,0.4740546226103722,0.7731172552099673,51,32,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,32,64,0.0,200,8,sigmoid,binary_crossentropy,2.08,14000,4,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
6,0.6943732601964575,0.3760683811627902,0.6930595720462054,0.36415633951288046,51,32,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,32,32,0.0,200,8,sigmoid,binary_crossentropy,0.1,14000,2,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
9,0.08886123369010086,0.7606837611932021,0.09595336684081757,0.7197330792366151,51,16,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,32,32,0.0,200,16,sigmoid,logcosh,0.1,14000,1,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
6,0.12048409885575628,0.37606837632309675,0.1202418447620421,0.5500476645275567,51,16,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,32,64,0.4,200,8,sigmoid,logcosh,8.02,14000,1,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
6,0.6928753740767128,0.6239316249505068,0.6933750373278491,0.6091515730118274,51,16,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,16,32,0.1,200,16,sigmoid,binary_crossentropy,2.08,14000,4,4,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
6,0.08569169101806787,0.7521367526461935,0.09478741315316881,0.7273593899519587,51,16,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,16,64,0.0,200,16,sigmoid,logcosh,8.02,14000,1,2,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
11,0.5336305463415945,0.7521367526461935,0.5847177182184843,0.7092469020385306,51,16,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,32,64,0.2,200,16,sigmoid,binary_crossentropy,0.1,14000,2,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
11,0.5349650202143905,0.7521367546839591,0.5926289720917112,0.7149666355722171,51,32,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,16,32,0.2,200,8,sigmoid,binary_crossentropy,0.1,14000,1,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
8,0.27064962927092856,0.3760683811627902,0.21725818185265344,0.3641563391151374,51,32,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,32,64,0.4,200,16,sigmoid,logcosh,6.039999999999999,14000,1,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
8,0.12014021819982773,0.3760683811627902,0.12004426907964612,0.5176358433197065,51,32,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,32,64,0.4,200,8,sigmoid,logcosh,8.02,14000,4,2,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
6,0.6918528803393372,0.6239316241863446,0.6932284030264281,0.635843660288248,51,32,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,16,32,0.2,200,8,sigmoid,binary_crossentropy,2.08,14000,4,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
8,0.6937503824886094,0.3760683811627902,0.6935254310970652,0.5014299330993194,51,32,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,16,64,0.1,200,8,sigmoid,binary_crossentropy,6.039999999999999,14000,2,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
12,0.9189508862984486,0.6923076943454579,0.36522020057227295,0.8331744512338883,51,32,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,16,32,0.2,200,8,sigmoid,binary_crossentropy,4.06,14000,1,2,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
6,0.12008532703432262,0.6239316249505068,0.12012623027464228,0.5328884652901877,51,16,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,32,32,0.1,200,8,sigmoid,logcosh,0.1,14000,4,2,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
11,0.6932520621862167,0.3760683811627902,0.6932746776520808,0.5452812205506462,51,32,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,16,32,0.1,200,8,sigmoid,binary_crossentropy,4.06,14000,2,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
15,0.8364116839873486,0.6666666676855495,0.3378197116239282,0.8408007626878976,51,16,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,32,64,0.30000000000000004,200,8,sigmoid,binary_crossentropy,2.08,14000,2,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
10,0.09023484734133777,0.7521367541745178,0.07777575310408444,0.7731172549258651,51,32,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,32,32,0.2,200,16,sigmoid,logcosh,2.08,14000,1,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
6,0.5679319765832689,0.7264957290429336,0.529018313175616,0.7073403248000532,51,32,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,32,32,0.1,200,16,sigmoid,binary_crossentropy,4.06,14000,2,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
6,6.061506043132554,0.6239316241863446,8.059047299413253,0.635843660288248,51,32,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,32,64,0.2,200,16,sigmoid,binary_crossentropy,8.02,14000,2,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
6,0.12031716051009986,0.37606837632309675,0.12016150584751589,0.36415633945606,51,16,0.7863568215892054,relu,uniform,uniform,32,relu,uniform,uniform,32,64,0.1,200,8,sigmoid,logcosh,4.06,14000,4,2,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
6,0.6930073300997416,0.6239316249505068,0.693346890184968,0.3918017160335646,51,16,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,32,32,0.30000000000000004,200,8,sigmoid,binary_crossentropy,6.039999999999999,14000,4,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
6,0.6939425667126974,0.3760683811627902,0.6931650182880369,0.36415633951288046,51,32,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,32,32,0.1,200,16,sigmoid,binary_crossentropy,0.1,14000,4,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
9,0.7295862983944069,0.6837606857984494,0.39131713947645247,0.8045757867474006,51,32,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,32,64,0.1,200,8,sigmoid,binary_crossentropy,2.08,14000,1,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
6,0.12022096096959889,0.3760683811627902,0.12017036968037785,0.4061010485325005,51,32,0.7863568215892054,relu,uniform,uniform,16,relu,uniform,uniform,16,64,0.30000000000000004,200,16,sigmoid,logcosh,4.06,14000,1,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
6,0.692966470351586,0.6239316249505068,0.6932072962205449,0.5281220210007649,51,16,0.7863568215892054,relu,uniform,uniform,8,relu,uniform,uniform,32,64,0.30000000000000004,200,8,sigmoid,binary_crossentropy,2.08,14000,1,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
